Nombre,Genero,Fecha de lanzamiento,Duracion,Director,Productora cinematografica,Presupuesto,Recaudacion,Ratings,Reviews
We'll Never Have Paris,"['Comedy', 'Romance']",2014-10-01,89,,Bifrost Pictures,0,0,4.9,[]
Batman: Assault on Arkham,"['Thriller', 'Animation', 'Action', 'Crime']",2014-08-12,76,,Warner Bros. Animation,0,4571025,7.327,[]
[REC]⁴ Apocalypse,"['Thriller', 'Horror']",2014-10-31,95,,Filmax,3000000,4915757,5.563,[]
What We Do in the Shadows,"['Comedy', 'Horror']",2014-06-19,86,,Unison Films,1600000,6300000,7.577,[]
Maya the Bee Movie,"['Family', 'Animation']",2014-09-11,79,,Pixomondo Munich,0,0,6.172,[]
Black Sea,"['Adventure', 'Drama', 'Thriller']",2014-12-05,115,,Focus Features,0,1171559,6.3,[]
Barefoot,"['Comedy', 'Drama', 'Romance']",2014-02-02,90,,WhiteFlame Productions,6000000,15071,6.6,[]
St. Vincent,['Comedy'],2014-10-09,102,,Chernin Entertainment,13000000,54837234,7.102,[]
If I Stay,['Drama'],2014-08-21,106,,New Line Cinema,11000000,78300000,7.374,[]
Afflicted,"['Horror', 'Thriller']",2014-04-04,85,,Téléfilm Canada,318000,121179,6.452,[]
Boyhood,['Drama'],2014-06-05,166,,Detour Filmproduction,4000000,48137666,7.506,[]
God's Not Dead,['Drama'],2014-03-21,113,,Pure Flix Entertainment,17000000,29789000,6.046,[]
Leprechaun: Origins,['Horror'],2014-08-22,90,,WWE Studios,0,0,4.6,[]
Son of God,['Drama'],2014-02-28,138,,Hearst Entertainment Productions,22000000,67800064,6.868,[]
The Nut Job,"['Animation', 'Comedy', 'Family', 'Adventure']",2014-01-17,85,,Open Road Films,42000000,122500000,5.753,[]
Saint Laurent,['Drama'],2014-09-23,150,,EuropaCorp,0,0,6.162,[]
The Gambler,"['Thriller', 'Crime', 'Drama']",2014-12-25,111,,Paramount,25000000,39171130,5.916,[]
No Tears for the Dead,"['Action', 'Thriller', 'Drama']",2014-06-04,117,,CJ Entertainment,0,4500000,6.995,[]
"Sex, Love & Therapy","['Comedy', 'Romance']",2014-10-01,88,,Cinéfrance 1888,0,0,5.5,[]
Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,"['Family', 'Animation', 'Adventure', 'Fantasy', 'Comedy', 'Science Fiction']",2014-03-08,109,,,33989696,0,6.2,[]
Seal Team Eight: Behind Enemy Lines,"['Action', 'War', 'Drama']",2014-05-23,98,,20th Century Fox Home Entertainment,0,0,6.0,[]
Still Alice,['Drama'],2014-12-05,100,,Shriver Films,5000000,44779195,7.5,[]
Born to Race: Fast Track,['Action'],2014-03-20,94,,Soundscape Media,0,0,6.5,[]
Before We Go,"['Comedy', 'Drama', 'Romance']",2014-09-04,89,,Wonderland Sound and Vision,0,37151,6.72,[]
Sub Rosa,"['Drama', 'Romance']",2014-08-10,22,,Kn2s Productions,0,0,6.2,[]
Good People,"['Thriller', 'Crime', 'Action']",2014-08-12,90,,Filmgate Films,0,1857574,5.479,[]
Mommy,['Drama'],2014-09-19,138,,Metafilms,4900000,3494070,8.2,[]
Krampus,"['Horror', 'Comedy', 'Fantasy']",2015-11-26,98,,Universal Pictures,15000000,61800000,6.197,[]
Inside Out,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",2015-06-09,95,,Pixar,175000000,857611174,7.919,[]
Mad Max: Fury Road,"['Action', 'Adventure', 'Science Fiction']",2015-05-13,121,,Warner Bros. Pictures,150000000,378858340,7.586,[]
Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']",2015-02-11,125,,Focus Features,40000000,571000000,5.883,[]
Spectre,"['Action', 'Adventure', 'Thriller']",2015-10-26,148,,Metro-Goldwyn-Mayer,245000000,880674609,6.538,[]
The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'Science Fiction']",2015-11-18,137,,Lionsgate,160000000,653428261,6.893,[]
Furious 7,"['Action', 'Thriller', 'Crime']",2015-04-01,137,,Original Film,190000000,1515400000,7.236,[]
Ted 2,"['Comedy', 'Fantasy']",2015-06-25,115,,Smart Entertainment,68000000,215863606,6.292,[]
Avengers: Age of Ultron,"['Action', 'Adventure', 'Science Fiction']",2015-04-22,141,,Marvel Studios,365000000,1405403694,7.273,[]
San Andreas,"['Action', 'Drama', 'Thriller']",2015-05-27,114,,New Line Cinema,110000000,473990832,6.232,[]
Terminator Genisys,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",2015-06-23,126,,Paramount,155000000,440603537,5.926,[]
Cinderella,"['Romance', 'Fantasy', 'Family', 'Drama']",2015-03-06,105,,Walt Disney Pictures,95000000,543514353,6.805,[]
Jurassic World,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2015-06-06,124,,Amblin Entertainment,150000000,1671537444,6.684,[]
The Night Crew,"['Thriller', 'Action', 'Mystery']",2015-03-17,89,,Premiere Entertainment Group,3000000,0,5.4,[]
Project Almanac,"['Science Fiction', 'Thriller', 'Drama']",2015-01-28,106,,Insurge Pictures,12000000,33213241,6.745,[]
Star Wars: The Force Awakens,"['Adventure', 'Action', 'Science Fiction']",2015-12-15,136,,Lucasfilm Ltd.,245000000,2068223624,7.289,[]
The Longest Ride,"['Drama', 'Romance']",2015-04-09,128,,Fox 2000 Pictures,34000000,63013281,7.594,[]
Dragon Ball Z: Resurrection 'F',"['Action', 'Animation', 'Science Fiction']",2015-04-18,93,,Toei Animation,5000000,61768190,6.822,[]
Joy,"['Drama', 'Comedy']",2015-12-24,124,,Fox 2000 Pictures,60000000,101134059,6.515,[]
The Martian,"['Drama', 'Adventure', 'Science Fiction']",2015-09-30,141,,Scott Free Productions,108000000,630600000,7.7,[]
Insurgent,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2015-03-18,119,,Summit Entertainment,110000000,297002527,6.364,[]
Maze Runner: The Scorch Trials,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",2015-09-09,131,,Temple Hill Entertainment,61000000,312296056,6.725,[]
The Student,['Drama'],2015-09-27,50,,BIND,0,0,4.9,[]
Sicario,"['Action', 'Crime', 'Thriller']",2015-09-17,122,,Thunder Road,30000000,84872444,7.4,[]
Creed,"['Action', 'Drama']",2015-11-25,133,,Metro-Goldwyn-Mayer,37000000,173600000,7.417,[]
A Delicious Flight,['Romance'],2015-11-01,97,,,0,0,4.2,[]
Superfast!,"['Comedy', 'Action']",2015-03-05,99,,The Safran Company,20000000,0,4.972,[]
Mission: Impossible - Rogue Nation,"['Action', 'Adventure']",2015-07-23,131,,Paramount,150000000,682700000,7.194,[]
The Good Dinosaur,"['Adventure', 'Animation', 'Family']",2015-11-14,93,,Pixar,175000000,332207671,6.738,[]
Home,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",2015-03-18,94,,DreamWorks Animation,135000000,368871007,6.789,[]
The Revenant,"['Western', 'Drama', 'Adventure']",2015-12-25,157,,Monarchy Enterprises S.a.r.l.,135000000,532950503,7.528,[]
The Corpse of Anna Fritz,"['Drama', 'Thriller']",2015-03-15,76,,Cine de Garage,0,0,6.899,[]
Hotel Transylvania 2,"['Animation', 'Comedy', 'Family', 'Fantasy']",2015-09-21,89,,Columbia Pictures,80000000,473200000,6.782,[]
Tomorrowland,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",2015-05-19,130,,Walt Disney Pictures,190000000,209154322,6.259,[]
Jupiter Ascending,"['Science Fiction', 'Fantasy', 'Action']",2015-02-04,127,,Warner Bros. Pictures,176000000,184000000,5.441,[]
Chappie,"['Crime', 'Action', 'Science Fiction']",2015-03-04,120,,Columbia Pictures,49000000,104399548,6.776,[]
Scouts Guide to the Zombie Apocalypse,"['Comedy', 'Horror']",2015-10-23,93,,Broken Road Productions,15000000,14860766,6.517,[]
Barcelona Christmas Night,"['Romance', 'Comedy', 'Drama']",2015-12-04,95,,El Terrat,0,0,6.3,[]
Hitman: Agent 47,"['Action', 'Crime', 'Thriller']",2015-08-20,96,,Daybreak Productions,35000000,81967450,5.834,[]
Pixels,"['Action', 'Comedy', 'Science Fiction']",2015-07-16,105,,Columbia Pictures,88000000,244900000,5.719,[]
The Hateful Eight,"['Drama', 'Mystery', 'Western']",2015-12-25,188,,The Weinstein Company,44000000,155760117,7.75,[]
Knock Knock,['Thriller'],2015-06-26,99,,Sobras International Pictures,2500000,6341684,5.343,[]
Boruto: Naruto the Movie,"['Animation', 'Action', 'Comedy']",2015-08-07,95,,Pierrot,0,39500000,7.592,[]
Wild Card,"['Thriller', 'Crime', 'Action']",2015-01-14,92,,SJ Pictures,30000000,0,5.639,[]
Daddy's Home,['Comedy'],2015-12-25,96,,Paramount,50000000,242786137,6.3,[]
Poltergeist,['Horror'],2015-05-20,93,,TSG Entertainment,35000000,95437994,5.2,[]
Ant-Man,"['Science Fiction', 'Action', 'Adventure']",2015-07-14,117,,Marvel Studios,130000000,519311965,7.081,[]
Justice League: Throne of Atlantis,"['Science Fiction', 'Action', 'Animation', 'Adventure']",2015-01-13,72,,DC Comics,3500000,0,7.028,[]
Strange Hair Salon,"['Romance', 'Drama']",2015-10-22,84,,,0,0,6.4,[]
The Last Witch Hunter,"['Fantasy', 'Action', 'Adventure']",2015-10-21,106,,NeoReel,90000000,146936910,5.955,[]
Descendants,"['Family', 'Music', 'Adventure', 'Comedy', 'Fantasy', 'TV Movie']",2015-07-31,112,,"Bad Angels Productions, Ltd.",0,0,7.113,[]
Ex Machina,"['Drama', 'Science Fiction']",2015-01-21,108,,DNA Films,15000000,36869414,7.573,[]
The Intern,['Comedy'],2015-09-23,121,,Warner Bros. Pictures,35000000,194564672,7.204,[]
Southpaw,"['Action', 'Drama']",2015-03-24,123,,Fuqua Films,30000000,91709827,7.366,[]
The Age of Adaline,"['Romance', 'Fantasy', 'Drama']",2015-04-16,112,,Lakeshore Entertainment,25000000,65663276,7.472,[]
It Follows,"['Horror', 'Mystery']",2015-02-04,101,,Two Flints,2000000,14674076,6.567,[]
The SpongeBob Movie: Sponge Out of Water,"['Family', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",2015-01-28,93,,Paramount Animation,74000000,311594032,6.061,[]
Alvin and the Chipmunks: The Road Chip,"['Adventure', 'Animation', 'Comedy', 'Family']",2015-12-17,92,,TSG Entertainment,90000000,233755553,6.022,[]
Vacation,['Comedy'],2015-07-28,99,,New Line Cinema,31000000,104400000,6.305,[]
Blackhat,"['Crime', 'Thriller', 'Action']",2015-01-13,133,,Legendary Pictures,70000000,17752940,5.471,[]
Focus,"['Romance', 'Comedy', 'Crime']",2015-02-25,105,,K & S Films,50100000,153962963,6.878,[]
Attack on Titan,"['Horror', 'Fantasy', 'Action', 'Science Fiction']",2015-08-01,98,,Nikkatsu Corporation,0,0,6.05,[]
Hidden,"['Thriller', 'Horror']",2015-09-15,83,,Primal Pictures,0,0,6.846,[]
The Big Short,"['Comedy', 'Drama']",2015-12-11,131,,Paramount,28000000,133346506,7.35,[]
Mom's Friend,"['Drama', 'Romance']",2015-08-20,91,,Four Seasons of Younghwasa,0,0,6.7,[]
Legend,"['Crime', 'Thriller']",2015-09-09,132,,Working Title Films,25000000,42972994,7.031,[]
Fantastic Four,"['Action', 'Adventure', 'Science Fiction']",2015-08-05,100,,20th Century Fox,120000000,167977596,4.417,[]
X-Rated: The Greatest Adult Movies of All Time,['Documentary'],2015-02-06,94,,Showtime Networks,0,0,6.2,[]
Pitch Perfect 2,"['Comedy', 'Music']",2015-05-07,115,,Brownstone Productions,29000000,287506194,6.863,[]
Goosebumps,"['Adventure', 'Horror', 'Comedy']",2015-08-05,103,,Original Film,58000000,158200000,6.311,[]
Pokémon the Movie: Hoopa and the Clash of Ages,"['Family', 'Adventure', 'Animation', 'Action', 'Fantasy']",2015-07-18,73,,Shogakukan-Shueisha Productions,150000000,0,6.738,[]
Tracers,['Action'],2015-01-15,94,,Melbarken,11000000,593683,6.021,[]
The Wedding Ringer,['Comedy'],2015-01-16,101,,Screen Gems,23000000,79799880,6.49,[]
I Spit on Your Grave III: Vengeance Is Mine,"['Horror', 'Thriller']",2015-10-01,91,,CineTel Films,0,144420,5.7,[]
The Witch,"['Horror', 'Mystery', 'Drama']",2015-01-27,92,,Very Special Projects,3500000,40423945,6.933,[]
Room,"['Drama', 'Thriller']",2015-10-16,118,,Elevation Pictures,13000000,35401758,8.029,[]
Monkey King: Hero Is Back,"['Fantasy', 'Animation', 'Comedy']",2015-07-10,89,,Hengdian Chinese Film Production Co.,10000000,150000000,6.9,[]
Trainwreck,"['Comedy', 'Romance']",2015-07-17,125,,Apatow Productions,35000000,140795793,5.8,[]
Female War: A Nasty Deal,"['Drama', 'Romance']",2015-09-27,110,,Contents On Media,0,0,4.5,[]
Straight Outta Compton,"['Drama', 'Music', 'History']",2015-08-11,147,,Broken Chair Flickz,28000000,201600000,7.785,[]
Child 44,"['Crime', 'Thriller']",2015-03-15,137,,Summit Entertainment,50000000,3324330,6.266,[]
Spy,"['Action', 'Comedy', 'Crime']",2015-05-06,120,,Chernin Entertainment,65000000,235666219,6.83,[]
Paul Blart: Mall Cop 2,"['Action', 'Comedy', 'Family']",2015-04-16,94,,Columbia Pictures,38000000,107597242,5.138,[]
Love the Coopers,"['Drama', 'Comedy', 'Family']",2015-11-12,107,,Imagine Entertainment,17000000,42426912,5.996,[]
Bāhubali: The Beginning,"['Action', 'Adventure', 'Drama']",2015-07-10,159,,Arka Media Works,25130430,90747520,7.557,[]
Survivor,"['Action', 'Crime', 'Mystery', 'Thriller']",2015-05-21,96,,Survivor Productions,20000000,0,5.66,[]
"McFarland, USA","['Drama', 'Family']",2015-02-20,128,,Mayhem Pictures,0,45710059,7.43,[]
Solace,"['Thriller', 'Crime', 'Mystery']",2015-09-03,101,,Venture Forth,0,22586863,6.394,[]
Minions,"['Family', 'Animation', 'Adventure', 'Comedy']",2015-06-17,91,,Illumination,74000000,1156700000,6.399,[]
Attack on Titan II: End of the World,"['Horror', 'Science Fiction', 'Action', 'Fantasy']",2015-09-01,87,,Kodansha,0,0,6.037,[]
The Human Centipede 3 (Final Sequence),"['Horror', 'Comedy']",2015-05-22,103,,Six Entertainment,0,16184,3.739,[]
Frozen Fever,"['Animation', 'Family', 'Adventure', 'Comedy']",2015-03-09,8,,Walt Disney Animation Studios,0,0,6.83,[]
Carol,"['Romance', 'Drama']",2015-11-20,118,,Killer Films,11800000,40272135,7.491,[]
The Little Prince,"['Adventure', 'Animation', 'Fantasy', 'Family']",2015-07-29,108,,Orange Studio,64000000,97571250,7.608,[]
Curve,"['Horror', 'Thriller']",2015-08-31,86,,Universal Pictures,0,0,5.738,[]
Run All Night,"['Action', 'Crime', 'Thriller']",2015-03-11,114,,RatPac Entertainment,50000000,71561644,6.406,[]
Insidious: Chapter 3,"['Horror', 'Thriller', 'Mystery']",2015-05-28,97,,Blumhouse Productions,10000000,112983889,6.285,[]
Bad Sister,"['Thriller', 'TV Movie']",2015-08-24,85,,Johnson Production Group,0,0,6.7,[]
The Transporter Refueled,"['Action', 'Thriller', 'Crime']",2015-09-02,95,,EuropaCorp,25000000,72629670,5.51,[]
The Visit,"['Horror', 'Mystery', 'Thriller']",2015-09-10,94,,Blumhouse Productions,5000000,98450062,6.319,[]
War Room,"['Drama', 'Romance']",2015-08-28,120,,FaithStep Films,3000000,67790117,7.793,[]
Empire of Lust,"['Romance', 'Drama', 'History']",2015-03-05,113,,Fineworks,0,0,7.0,[]
The Peanuts Movie,"['Comedy', 'Animation', 'Family']",2015-11-05,88,,Blue Sky Studios,99000000,246233113,6.881,[]
Crimson Peak,"['Horror', 'Romance']",2015-10-13,119,,Double Dare You Productions,55000000,74700000,6.643,[]
The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",2015-08-13,116,,Wigram Productions,75000000,108100000,7.092,[]
Hell House LLC,"['Horror', 'Mystery', 'Thriller']",2015-10-06,93,,Cognetti Films,0,0,6.501,[]
Bone Tomahawk,"['Western', 'Horror', 'Drama']",2015-10-23,133,,Caliber Media Company,1800000,475846,6.833,[]
Pan,"['Fantasy', 'Adventure', 'Family', 'Action']",2015-09-24,111,,Moving Picture Company,150000000,128388320,5.962,[]
Young Mother 3,['Romance'],2015-09-03,95,,Golden Tide Pictures,0,0,5.5,[]
Riley's First Date?,"['Animation', 'Family']",2015-11-03,5,,Pixar,0,0,7.147,[]
No Escape,['Thriller'],2015-08-26,103,,Living Films,5000000,54418872,6.918,[]
The Boy and the Beast,"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",2015-07-11,119,,Nippon Television Network Corporation,0,49714378,7.986,[]
Bridge of Spies,"['Thriller', 'Drama']",2015-10-15,141,,TSG Entertainment,40000000,165478348,7.227,[]
Paranormal Activity: The Ghost Dimension,"['Horror', 'Thriller']",2015-10-21,88,,Blumhouse Productions,10000000,78903124,5.295,[]
Hot Girls Wanted,['Documentary'],2015-05-29,84,,Two to Tangle Productions,0,0,6.019,[]
Keet & Koen: The Treasure Hunt,"['Comedy', 'Family']",2015-10-07,0,,Marmalade,0,0,6.8,[]
Tag,"['Action', 'Fantasy', 'Horror']",2015-05-11,85,,Takao,1250000,0,6.585,[]
One Piece: Adventure of Nebulandia,"['Action', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",2015-12-20,106,,Toei Animation,0,0,7.8,[]
The Lobster,"['Comedy', 'Drama', 'Romance']",2015-10-15,118,,Scarlet Films,4000000,15700000,7.038,[]
Entourage,"['Comedy', 'Drama']",2015-06-03,104,,Closest to the Hole Productions,30000000,49263404,6.216,[]
Palm Trees in the Snow,"['Drama', 'History', 'Romance']",2015-12-25,164,,Nostromo Pictures,11332619,0,7.399,[]
"Hello, My Name Is Doris","['Comedy', 'Drama', 'Romance']",2015-11-27,95,,Red Crown Productions,1000000,14659448,6.4,[]
Love,"['Drama', 'Romance']",2015-07-06,134,,Wild Bunch,3000000,249083,6.447,[]
Miss Hokusai,"['Animation', 'Drama', 'History']",2015-05-09,90,,Production I.G,0,0,6.8,[]
Point Break,"['Action', 'Adventure', 'Crime', 'Thriller']",2015-12-03,113,,Studio Babelsberg,105000000,133718711,5.93,[]
Everest,"['Adventure', 'Drama', 'History']",2015-09-10,121,,Cross Creek Pictures,55000000,203427584,6.815,[]
The Thin Yellow Line,['Drama'],2015-03-06,95,,Springall Pictures,0,0,8.241,[]
Woodlawn,['Drama'],2015-10-15,123,,Sony Pictures,12000000,14394097,7.0,[]
Self/less,"['Science Fiction', 'Mystery', 'Thriller', 'Action']",2015-07-10,117,,Ram Bergman Productions,26000000,31807156,6.41,[]
90 Minutes in Heaven,['Drama'],2015-09-11,121,,Giving Films,5000000,4842699,6.0,[]
Maggie,"['Horror', 'Drama']",2015-05-08,95,,Sly Predator,4000000,187112,5.363,[]
Burnt,['Drama'],2015-10-02,100,,PeaPie Films,20000000,36606743,6.5,[]
Monk Comes Down the Mountain,['Action'],2015-07-03,113,,Columbia Pictures,0,0,5.1,[]
The Danish Girl,['Drama'],2015-11-27,119,,Pretty Pictures,15000000,64191523,7.598,[]
Heist,"['Action', 'Crime', 'Thriller']",2015-11-13,93,,Silver Plane Films,8900000,4100000,6.093,[]
Mortdecai,"['Comedy', 'Adventure']",2015-01-21,107,,Lionsgate,60000000,47318560,5.511,[]
Our Little Sister,"['Drama', 'Family']",2015-06-13,127,,Shogakukan,0,346485,7.565,[]
We Are Your Friends,"['Drama', 'Music', 'Romance', 'Comedy']",2015-08-26,96,,Working Title Films,6000000,11122090,6.742,[]
In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",2015-12-03,122,,Imagine Entertainment,100000000,93900000,6.749,[]
Hardcore Henry,"['Action', 'Adventure', 'Science Fiction']",2015-09-12,96,,Bazelevs Production,2000000,14333790,6.39,[]
Paper Towns,"['Mystery', 'Drama', 'Romance']",2015-06-18,109,,Fox 2000 Pictures,12000000,85512300,6.135,[]
Chronicles of the Ghostly Tribe,"['Adventure', 'Action', 'Thriller']",2015-09-30,115,,Chuan Films,0,99849421,6.0,[]
Ip Man 3,"['Action', 'Drama', 'History']",2015-12-24,105,,Dreams Salon Entertainment Culture,36000000,157029618,7.011,[]
Vice,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",2015-01-16,96,,Grindstone Entertainment Group,10000000,0,4.348,[]
Barely Lethal,"['Adventure', 'Comedy', 'Action', 'Romance']",2015-04-23,96,,RKO Pictures LLC,15000000,933847,5.75,[]
The Anthem of the Heart,"['Animation', 'Drama', 'Music', 'Romance']",2015-09-19,119,,A-1 Pictures,0,8852989,7.572,[]
Parasyte: Part 2,"['Science Fiction', 'Horror', 'Action', 'Drama']",2015-04-25,117,,KDDI,0,0,7.1,[]
Battle for Sevastopol,"['War', 'Drama', 'Romance']",2015-04-02,110,,Kinorob,5000000,0,7.3,[]
Purpose of Reunion,"['Romance', 'Drama']",2015-08-06,100,,,0,0,5.3,[]
Open Season: Scared Silly,"['Animation', 'Comedy', 'Family', 'Adventure']",2015-12-18,84,,Sony Pictures Animation,0,0,5.939,[]
Dragonheart 3: The Sorcerer's Curse,['Fantasy'],2015-02-24,97,,Raffaella Productions,0,0,5.412,[]
The Vatican Tapes,"['Thriller', 'Horror']",2015-07-23,91,,Lionsgate,13000000,1784763,5.298,[]
Absolutely Anything,"['Comedy', 'Science Fiction']",2015-06-26,85,,Phoenix Pictures,0,6303792,5.894,[]
Dragon Blade,"['Adventure', 'History', 'Action', 'Fantasy']",2015-02-19,127,,Visualizer Film Company,65000000,121545703,6.35,[]
Backcountry,"['Thriller', 'Drama', 'Horror']",2015-03-20,92,,Fella Films,0,0,5.848,[]
Get Hard,['Comedy'],2015-03-26,100,,Gary Sanchez Productions,40000000,111800000,6.012,[]
Mune: Guardian of the Moon,"['Animation', 'Family', 'Adventure', 'Fantasy']",2015-02-05,86,,ON Animation Studios,17000000,15730665,7.318,[]
The Scorpion King 4: Quest for Power,"['Action', 'Adventure', 'Fantasy']",2015-01-09,105,,Universal Pictures,0,0,5.1,[]
I Am Dragon,"['Fantasy', 'Romance']",2015-12-03,110,,Splendid Film,18000000,10495305,7.21,[]
Young Mother: What's Wrong With My Age?,"['Comedy', 'Romance']",2015-04-30,94,,,0,0,4.0,[]
Spotlight,"['Drama', 'History']",2015-11-06,129,,Participant,20000000,98700000,7.8,[]
The Gigolo,"['Romance', 'Drama', 'Comedy']",2015-01-29,97,,"Cameron Entertainment Co., Ltd.",0,709136,4.7,[]
